question,answer,Declarative_Text
"Okay. And that would be true for the cigarette -- those same cigarettes that we just listed from the 1960s through the 2000s, that R.J. Reynolds did not expect that those cigarettes strike that. Same question I just asked you. When R.J. Reynolds designed, manufactured and sold Winston, Winston Lights, Salem, Salem Lights, Kool and Kool Lights and Doral Menthol Lights, R.J. Reynolds -- did R.J. Reynolds expect that the smoker would become addicted to nicotine?","No. Again, they would not have expected that, depending on the time frame, but certainly not.",
"Okay. When R.J. Reynolds designed, manufactured and sold Winston, Winston Lights, Salem, Salem Lights, Kool, Kool Lights and Doral Menthol Lights in the 1960s -- well, let me ask you that -- when did Doral Menthol Lights first come on the market?",Doral Menthol Lights? I think in the '70s.,
Okay. Kool Lights?,"Kool Lights would have been early '70s or mid . ^ ^ f f l ^ l j l ^ ^ ^ cn o United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221",
"Salem Lights? JTA, ""*y - /' ILLx m ' u o",,
Winston Lights?,"Winston Lights was, I think, in the '70s as well. They were all in the '70s. All the Lights products were in the '70s.",
"Okay. When R.J. Reynolds designed, manufactured and sold Winston Lights, Salem Lights, Kool Lights and Doral Menthol Lights in the 1970s, did R.J. Reynolds expect that the user of those cigarette products could become addicted to it?","They would not have expected that, no. And mainly because they were not -- cigarettes were not considered to be addictive in the 1970s. of your answer as nonresponsive.",
"When R.J. Reynolds designed, manufactured and sold those same cigarette products that we just listed from the 1970s, when they were sold in the 1980s, did R.J. Reynolds expect that the users of those cigarette products would become addicted?","They would not have, no.",
"Same question for those same cigarette products in the 1990s, did R.J. Reynolds expect that the | JJ users users of those cigarette products would become CO "">l CO United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 addicted? |","They would not have, no. |",
"Okay. When R.J. Reynolds designed, manufactured and sold Winston, Salem, Kool, Doral ] Menthol -- well, strike that -- just Doral Menthol, when j did Doral Menthol come on the market?",I think it was in '70s.,
"""70s. Did it come on the market in a regular brand as a menthol before the '70s; do you know?","Menthol? I'd have to go back and check. It's j obviously verifiable. It may have came out in the | early -- excuse me, very late 1960s. I just don't know if the menthol was in or not, but --",
"But if I include it in the brands -- a list of | brands, Doral Menthol in the 1960s, you wouldn't | reasonably dispute that for the purpose of my question? j",Doral Menthol? I just don't know specifically. I won't I won't dispute it for your [ general question.,
"Okay. I was just trying to make it easier. j When R.J. Reynolds designed, manufactured and sold Winston, Salem, Kool and Doral Menthol in the 1960s, was \ i f T? .T R o u n n 1 H Q ' o y n o p l "" 3 1 i n n ^Vt^t"" f- h o i - Q / -v Q r\^r ""h ""h f""s Q O JL L* X\ U i X\ t^yllVw/XLlO C A U C L U u L X v I l U11CIL- L-11 \l U. > t? JL O \J JL L-11 >*/ > t? cigarette products would become addicted? \ United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221","It would not have been their expectation, no.",
"Same question for the 1970s, '80s and '90s as JLL> -L v* J_ CL U C7 D U\J LrllC? L4iw>>c2 wJL Lll U w \ L-1 i w u v O ^ K v,*. J- J- X V** cigarette products, was it R.J. Reynolds' expectation I that the users of those cigarette products would become addicted?",It would not have been and it would not have been the company's position in those time frames that \ cigarette smoking was addictive.,
"Okay. When R.J. Reynolds designed, manufactured and sold Winston, Winston Lights, Salem, j Salem Lights, Kool and Kool Lights and Doral Menthol \ Lights, was it R.J. Reynolds' expectation that smokers \ of those cigarette products would block the vent holes \ of those products which had vent holes?","Of the products that would have had vent holes, they wouldn't have expected it, that was not the design intent, although they recognize that people would -~ that some people probably would, at least from j time to time. \",
That was something they learned after -- j,Uh-huh. i,
Yes?,"That was not -- yes. It was not -- yes, that was something they would have learned after and that was \ en o (O United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 not the design intent.",
"Okay. R.J. Reynolds recognizes that smokers of, quote/unquote, light cigarette products will take deeper breaths of the smoke when they puff on the","I can't agree with that, because smoking i behavior is so variable",
You recognize that happens?,"It can happen, yes. Certainly.",
"And it can happen because of -- of the way that the light product is designed, correct?","No, that's not how.",
It has nothing to do with the design of the product?,"No, if I can explain I will. When a person who smokes a cigarette, if they smoke a heavier cigarette and are used to that cigarette -- or are acclimated to that product, if they try a light -- lighter cigarette, they are going to immediately notice a difference, and then likely or possibly take a larger puff to try to get what they were used to from a heavier cigarette. That does happen. That's been recognized for a long period of time. The -- that type of behavior is not necessarily sustained for a long period of time, but it can happen during that transition period. 1-BWMiMJHWWMMBWWWWWWMWHBH^^ o CO United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221",
"R.J. Reynolds, then, recognizes that when a individual smokes a, quote/unquote, light cigarette, that they can, because of the differences in between a regular cigarette and a light cigarette, take deeper puffs on the cigarette?",I think,
I think what you just testified to.,Yeah. I think Reynolds has always recognized that human smoking behavior is highly variable. It is a human behavior -- smoking itself regulating is a self-regulating behavior. So people are going to change their behavior based on the product that they're presented with. It does not mean that that's what the,
"When R.J. Reynolds designed, manufactured and | sold Winston, Winston Lights, Salem, Salem Lights, Kool, Kool Lights and Doral Menthol Lights in the '60s and '70s, given that the light products didn't come on the market until the '70s, was it reasonable for R.J. Reynolds not to expect that those cigarettes would expose a smoker to carcinogens in sufficient quantities to cause lung cancer years down the road?","Was it reasonable? That was not Reynolds' T f l j B j j j i j y ^ Ol CO ""Nl o (O United Reporting. Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 position at that time, that it that it was known that that's what would happen.",
Right. So you're --,"But there was certainly they recognized there was an association between smoking and lung cancer. As -- with regard to your specific question on the exposure to carcinogens, I think the answer has to be no.",
It was not reasonable for R.J. Reynolds to expect that users of those cigarette products would -- would be exposed to carcinogens in sufficient quantities to develop lung cancer years down the road after chronic use? 14 A I think Reynolds I don't think it's kind of a convoluted question.,,
I just want an answer to that question first.,Okay.,
"Let me restate it again, hold on. I just want j to restate it again and then you can explain, but I would actually just -- just for the purposes of the record, I would like an answer to the question first.",,
"You understand -- Reynolds understands that \ cigarettes deliver carcinogens in the cigarette smoke to j the user, correct? fl I C J / U I 1 fc* V \Ji \J m",,
And Reynolds understands that cigarettes deliver carcin0gens to the smoker in sufficient j quantities such that the smoker can develop lung cancer and other fatal diseases after chronic use?,"Some can, yes.",
"Okay. And my question is, when R.J. Reynolds I designed, manufactured and sold Winston, Winston Lights, j Salem, Salem Lights, Kool, Kool Lights, Doral Menthol j Lights in the 1960s and '70s, was it reasonable for R.J. \ Reynolds not to expect that those cigarettes would \ SHJ A k-* \J O K *** 11 C2 Oi.lL \J IV % JL L- \J \** CX -L. L*- JL 11KJ \~\ v3 1JO JL 11 O t*4 J*- ~L L \^ JL w 11 L. quantities such that it could cause lung cancer or other [ fatal diseases? j",,
"Well, I'll reverse it.","I mean, I'm trying to -- \",
"Let me reverse it. I'll give you a better question, then. United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 http://Oi.lL","Okay. Please. Thank you. sold Winston, Winston Lights, Salem, Salem Lights, Kool, Kool Lights and Doral Menthol Lights in the 1960s and D /Us, it was reasonable tor- R.u. Reynolds lobacco Company to expect that the users of those cigarette products would be exposed to carcinogens from those cigarettes in sufficient quantities to cause lung cancer? It was reasonable that R.J. Reynolds would expect that, right?",
So it was reasonable -- have to explain because I don't believe that R.J. Reynolds knew whether or not the exposure to carcinogens that were in cigarette smoke would have been -- explained the association between cigarette smoking and /L<J disease. JO 1 L WOUICI not nave oeen reasonaoie tor Reynolds to expect that.,,
So --,"I'm sorry, it's a long very long questions, very complicated questions.",
"Sure. So then there were then the reverse on United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 of that or actually the opposite of that would be true, that it was not unreasonable for R.J. Reynolds -- strike that. It was then, and based on your testimony, it was reasonable for R.J. Reynolds not to expect that those cigarette brands that they designed, manufactured and sold in the 1960s and '70s would deliver carcinogens in sufficient quantities to the user such that chronic - / L I O v L* \_J L I JL L4. LA * 3 V t J- w KJ JL LX 11LJ L*- CX11 LK W -L CX i 1 \JL L/ L- 1 i vH- L -L CX, U CL JL LA JL O w CX O C* O",,
