question,answer,Declarative_Text
Please state your full name.,My name is James Figlar.
What does that mean?,"Well, I mean, I think it it means the same for anybody. So if you're -~ certainly if you're being paid by the industry, then there's always the question of whether or not you're just solely acting in their interest. I mean, it's the same thing that you guys mtist face with your expert witnesses, the same reason why you ask me questions about* where I'm getting paid. So anybody who is paid to be a spokesman, I think, will have that question asked of them. So, I mean, just like with your witnesses ajnd the same here, I would think. VERITEXT REPORTING COMPANY 212479-9424 www.veritext.com 212-490-3430 http://www.veritext.com r r c i"
"Okay. Well, respectfully, I don't think I asked you if you were getting paid. If I did, I forgot that. But I'm talking about the CTR, most respectfully. The CTR the point I think of the m^mo is, is the CTR has a stated purpose to aid and assist research into tobaooo and health, oorreot?","That is the that is the -- that is what it was there for, yes."
"And in the memo that we're talking about using the CTR funds and in the memo first they're talking about that they're interested in evidence whioh denies the allegation that smoking causes disease, oorreot, we talked about that?",
"And then in the memo they're also talking about using the CTR program to establish witnesses, oorrect?",
"Over all other interests or involvement over all other interests of the industry, oorreot?",
And if you could read the first par -- the first sentence in the conclusion of this document then.,"The first sentence says, it would seem appropriate to explore in some depth during the next year or two how CTR is or might be serving the needs of the cigarette industry."
"So the CTR nowhere in its stated purpose does it say that they were going to use the CfcR to serve the needs of the tobaooo industry, do ttxey?",
"So now they want to use the CTR to -~ to serve the tobacco needs as opposed to the publio health interests, oorreot?",
"Well, the other purpose is the needs of the cigarette industry, correct?",
"Right, whether right. They've got to l^ok at whether or not the CTR is actually giving a benefit to the industry as opposed to the people who are dying?",
"Exactly. That's the point in the whole memo which talks about the meeting; they don't talk about -- there's no mention about an interest in helping people who might be dying, is there?","Well, I mean, I think they -- they they felt they said off the hook, yeah, but, I mean, they're aotually saying that there's probably, if there's more research, that they might find other ottusoB to smoking [sic], so they certainly are issuing forth the idea that they don't believe cigarette smoking is related to that, at least at that time."
"Sir, most respectfully, do you know what percentage of lung cancers are caused from smoking?",Do I know today? I think so. I think it's over 90 percent.
"Exactly. So if we were to look today for other causes we oould find other causes, couldn't we?","There are other causes, yes."
"Right. So if I wanted to publish other causes, I could do that today if I wanted to, right?",
"Right, So the tobacco industry was using the CTR to look for other causes instead of looking to establish the relationship between smoking and Hing cancer, right?",
Right.,"So, in other words, they were saying that they don't necessarily believe that smoking would be the cause of certain diseases. Q, Right. Because they wanted to be off the hook and they wanted to have the needs of the cigarette industry served, correct?"
"Okay. And so we oan go on to the next exhibit, Dr. Figlar, is Exhibit 25, which is 5&04-285 [sic], which is Exhibit 25; do you have that? f\. ies, sir.",
And what is that document?,This looks like a press release from TI.
And when was that scheduled for release?,February the 26th. I'm looking for a year. Do you see a year?
"1971, correct?",I don't know. I don't have the year on here.
"Okay. The one I have says March -- May 25th, 1971.",
5504-285.,"I know. I d o n ' t have - - I d o n ' t hcvve VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com those numbers. Are you talking about Exhibit 24 or 25? 24, I have May 25, 1971. But 25 is"
"Yeah, I'm sorry. I'm sorry. Exhibit 24. I:apologize.",Okay.
I apologize.,For those press releases I don't have them in the little packets. So I don't have the numbers.
Okay. No problem. My fault.,That's all right.
"Do you have Exhibit 24, Doctor?","Yes, I do."
And what is that?,"It is a Tobaooo Institute press excuse m, press release."
Okay. And it was released -- it was scheduled for release when?,"May the 25th, 1971."
"And again that was another opportunity for the Tobaooo Institute or the tobaooo industry to set forth facts for the American publio to rely upon, correct?",
"Right. And the message that you're putting forth the tobaooo industry can choose to put forth a message to help people, oorreot?",
"Right, but they oould put forth they hkve an opportunity in these press releases to put forth a message to help consumers, can't they, if they wanted to, if they chose to?","I would think so, yeah. 0. Okay. So then we can go to the second p^ige of this press release, and if you oould read the second and third paragraph into the record, please."
